func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.441e-07	4.09668	16.3867	
asum	float	10000	1.3311e-06	7.51258	30.0503	
asum	float	100000	9.6839e-06	10.3264	41.3057	
asum	float	1000000	1.81129e-05	55.2093	220.837	
asum	float	10000000	0.00025627	39.0213	156.085	
asum	float	100000000	0.00748259	13.3643	53.4574	
asum	double	1000	3.306e-07	3.0248	24.1984	
asum	double	10000	7.5209e-06	1.32963	10.637	
asum	double	100000	1.01367e-05	9.86514	78.9211	
asum	double	1000000	3.20199e-05	31.2306	249.845	
asum	double	10000000	0.00510412	1.9592	15.6736	
asum	double	100000000	0.0382375	2.61523	20.9219	
