func	prec	M	N	time[sec]	perf[GFLOPS] 
m_tanh(CRS)	float	1000	1000	0.00259875	0.0311688	
m_tanh(CRS)	float	10000	10000	0.00044785	1.80864	
m_tanh(CRS)	float	100000	100000	0.00499048	1.62309	
m_tanh(CRS)	float	1000000	1000000	0.0659434	1.22833	
m_tanh(CRS)	double	1000	1000	0.00010074	0.804052	
m_tanh(CRS)	double	10000	10000	0.000774674	1.0456	
m_tanh(CRS)	double	100000	100000	0.0131431	0.616294	
m_tanh(CRS)	double	1000000	1000000	0.118301	0.684697	
