func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	2.06948e-05	0.0966426	0.386571	
sv_div	float	10000	2.51883e-05	0.794019	3.17608	
sv_div	float	100000	0.000125821	1.58956	6.35826	
sv_div	float	1000000	0.000881587	2.26864	9.07454	
sv_div	float	10000000	0.0234323	0.853522	3.41409	
sv_div	float	100000000	0.224128	0.892349	3.56939	
sv_div	double	1000	1.85576e-05	0.107773	0.86218	
sv_div	double	10000	3.68403e-05	0.542884	4.34307	
sv_div	double	100000	0.000165458	1.20876	9.67011	
sv_div	double	1000000	0.00173626	1.1519	9.21522	
sv_div	double	10000000	0.0467177	0.428103	3.42483	
sv_div	double	100000000	0.400407	0.499492	3.99594	
