func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00169651	0.000589446	0.00471557	
tanh	float	10000	5.14105e-05	0.194513	1.5561	
tanh	float	100000	0.000967297	0.103381	0.827047	
tanh	float	1000000	0.000270164	3.70146	29.6117	
tanh	float	10000000	0.0026117	3.82892	30.6314	
tanh	float	100000000	0.0397421	2.51622	20.1298	
tanh	double	1000	1.28067e-05	0.0780841	1.24935	
tanh	double	10000	1.83245e-05	0.545717	8.73148	
tanh	double	100000	0.000479197	0.208682	3.33892	
tanh	double	1000000	0.000454494	2.20025	35.204	
tanh	double	10000000	0.00709834	1.40878	22.5405	
tanh	double	100000000	0.0691727	1.44566	23.1305	
