func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.4581e-06	0.268165	1.60899	
axpyz	float	10000	8.1149e-06	2.4646	14.7876	
axpyz	float	100000	9.7177e-06	20.581	123.486	
axpyz	float	1000000	4.0639e-05	49.2138	295.283	
axpyz	float	10000000	0.00314281	6.36373	38.1824	
axpyz	float	100000000	0.0315872	6.33167	37.99	
axpyz	double	1000	8.4143e-06	0.237691	2.85229	
axpyz	double	10000	7.8938e-06	2.53363	30.4036	
axpyz	double	100000	1.15236e-05	17.3557	208.268	
axpyz	double	1000000	7.60065e-05	26.3135	315.762	
axpyz	double	10000000	0.0209589	0.954247	11.451	
axpyz	double	100000000	0.0782574	2.55567	30.668	
