func	prec	M	N	time[sec]	perf[GFLOPS] 
mv_mul(CRS)	float	1000	1000	0.0257605	0.00628869	
mv_mul(CRS)	float	10000	10000	0.000944609	1.715	
mv_mul(CRS)	float	100000	100000	0.00331749	4.88322	
mv_mul(CRS)	float	1000000	1000000	0.0223197	7.25817	
mv_mul(CRS)	double	1000	1000	0.000719327	0.225211	
mv_mul(CRS)	double	10000	10000	0.00112613	1.43856	
mv_mul(CRS)	double	100000	100000	0.0038207	4.24006	
mv_mul(CRS)	double	1000000	1000000	0.030313	5.34425	
