func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.64896e-05	0.121289	0.727731	
vv_mul	float	10000	2.50308e-05	0.799016	4.79409	
vv_mul	float	100000	0.000114458	1.74737	10.4842	
vv_mul	float	1000000	0.000959008	2.08549	12.5129	
vv_mul	float	10000000	0.026879	0.744074	4.46444	
vv_mul	float	100000000	0.225752	0.885927	5.31556	
vv_mul	double	1000	1.68553e-05	0.118657	1.42388	
vv_mul	double	10000	3.36577e-05	0.594218	7.13061	
vv_mul	double	100000	0.000157519	1.26969	15.2363	
vv_mul	double	1000000	0.00160485	1.24622	14.9547	
vv_mul	double	10000000	0.0560719	0.356685	4.28022	
vv_mul	double	100000000	0.544669	0.367196	4.40635	
