func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000935369	0.0010691	0.00427639	
sum	float	10000	0.000948498	0.010543	0.0421719	
sum	float	100000	0.00103399	0.0967131	0.386853	
sum	float	1000000	0.00194598	0.513881	2.05552	
sum	float	10000000	0.0110533	0.904707	3.61883	
sum	float	100000000	0.082245	1.21588	4.86352	
sum	double	1000	0.000723914	0.00138138	0.011051	
sum	double	10000	0.000784958	0.0127395	0.101916	
sum	double	100000	0.000848238	0.117891	0.943131	
sum	double	1000000	0.00197433	0.506501	4.05201	
sum	double	10000000	0.0131548	0.76018	6.08144	
sum	double	100000000	0.125519	0.79669	6.37352	
