func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	2.996e-07	6.67557	40.0534	
axpy	float	10000	1.30619e-05	1.53117	9.18702	
axpy	float	100000	1.09373e-05	18.286	109.716	
axpy	float	1000000	3.48287e-05	57.4239	344.543	
axpy	float	10000000	0.00768364	2.60293	15.6176	
axpy	float	100000000	0.0251542	7.95096	47.7058	
axpy	double	1000	3.739e-07	5.34902	64.1883	
axpy	double	10000	8.9816e-06	2.22677	26.7213	
axpy	double	100000	0.000219843	0.90974	10.9169	
axpy	double	1000000	5.90983e-05	33.8419	406.103	
axpy	double	10000000	0.0170647	1.17201	14.0641	
axpy	double	100000000	0.0737903	2.71038	32.5246	
