func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000490442	0.00407795	0.0244677	
axpy	float	10000	0.00049788	0.0401703	0.241022	
axpy	float	100000	0.000499804	0.400157	2.40094	
axpy	float	1000000	0.000603044	3.31651	19.8991	
axpy	float	10000000	0.00168563	11.865	71.19	
axpy	float	100000000	0.0126095	15.8611	95.1666	
axpy	double	1000	0.000450057	0.00444388	0.0533266	
axpy	double	10000	0.00044879	0.0445643	0.534771	
axpy	double	100000	0.00046123	0.433623	5.20348	
axpy	double	1000000	0.000674085	2.96698	35.6038	
axpy	double	10000000	0.00283174	7.06278	84.7534	
axpy	double	100000000	0.0244232	8.18892	98.267	
