func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000930037	0.00215045	0.0129027	
axpyz	float	10000	0.000965061	0.0207241	0.124344	
axpyz	float	100000	0.00126516	0.158083	0.948496	
axpyz	float	1000000	0.00419304	0.476981	2.86189	
axpyz	float	10000000	0.0311961	0.641106	3.84663	
axpyz	float	100000000	0.265199	0.754151	4.52491	
axpyz	double	1000	0.000732599	0.00273001	0.0327601	
axpyz	double	10000	0.000763198	0.0262055	0.314466	
axpyz	double	100000	0.0010897	0.183536	2.20244	
axpyz	double	1000000	0.00406897	0.491525	5.8983	
axpyz	double	10000000	0.0350863	0.570022	6.84027	
axpyz	double	100000000	0.340156	0.587965	7.05558	
