func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	0.000193599	0.00516533	0.0413226	
v_minus	float	10000	1.89257e-05	0.528382	4.22706	
v_minus	float	100000	0.000139509	0.716801	5.73441	
v_minus	float	1000000	0.00112104	0.892026	7.13621	
v_minus	float	10000000	0.0283009	0.353345	2.82676	
v_minus	float	100000000	0.267117	0.374368	2.99494	
v_minus	double	1000	1.05085e-05	0.0951611	1.52258	
v_minus	double	10000	2.96117e-05	0.337704	5.40327	
v_minus	double	100000	0.00024113	0.414714	6.63543	
v_minus	double	1000000	0.00229846	0.435073	6.96117	
v_minus	double	10000000	0.0587652	0.170169	2.7227	
v_minus	double	100000000	0.53349	0.187445	2.99912	
