func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.659e-07	7.52162	30.0865	
dot	float	10000	7.7e-06	2.5974	10.3896	
dot	float	100000	9.6527e-06	20.7196	82.8784	
dot	float	1000000	2.78584e-05	71.7916	287.167	
dot	float	10000000	0.00493568	4.05212	16.2085	
dot	float	100000000	0.0159171	12.5651	50.2604	
dot	double	1000	4.412e-07	4.53309	36.2647	
dot	double	10000	7.634e-06	2.61986	20.9589	
dot	double	100000	0.000363499	0.550207	4.40166	
dot	double	1000000	4.76766e-05	41.9493	335.594	
dot	double	10000000	0.00327462	6.10758	48.8606	
dot	double	100000000	0.0321176	6.22712	49.817	
