func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.473e-06	0.118022	0.472088	
sum	float	10000	9.4283e-06	1.06064	4.24255	
sum	float	100000	1.56595e-05	6.3859	25.5436	
sum	float	1000000	8.12239e-05	12.3116	49.2466	
sum	float	10000000	0.000825669	12.1114	48.4456	
sum	float	100000000	0.00888928	11.2495	44.998	
sum	double	1000	9.2682e-06	0.107896	0.863167	
sum	double	10000	9.8228e-06	1.01804	8.14432	
sum	double	100000	1.72197e-05	5.8073	46.4584	
sum	double	1000000	8.20277e-05	12.191	97.528	
sum	double	10000000	0.00161393	6.19605	49.5684	
sum	double	100000000	0.0202519	4.93781	39.5024	
