func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.00049937	0.00200252	0.0080101	
asum	float	10000	0.000510989	0.0195699	0.0782796	
asum	float	100000	0.000536592	0.186361	0.745445	
asum	float	1000000	0.000550978	1.81495	7.25982	
asum	float	10000000	0.000933957	10.7071	42.8285	
asum	float	100000000	0.00454278	22.013	88.0519	
asum	double	1000	0.000465766	0.002147	0.017176	
asum	double	10000	0.000451585	0.0221442	0.177154	
asum	double	100000	0.00045776	0.218455	1.74764	
asum	double	1000000	0.000517376	1.93283	15.4626	
asum	double	10000000	0.0012271	8.14929	65.1943	
asum	double	100000000	0.00825674	12.1113	96.8905	
