func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00290401
transpose(Dense)	Dense	float	2000	2000	0.0154944
transpose(Dense)	Dense	float	3000	3000	0.0489886
transpose(Dense)	Dense	float	4000	4000	0.0986793
transpose(Dense)	Dense	float	5000	5000	0.154913
transpose(Dense)	Dense	float	6000	6000	0.215578
transpose(Dense)	Dense	float	7000	7000	0.318967
transpose(Dense)	Dense	float	8000	8000	0.413756
transpose(Dense)	Dense	float	9000	9000	0.524053
transpose(Dense)	Dense	float	10000	10000	0.618118
transpose(Dense)	Dense	double	1000	1000	0.00357006
transpose(Dense)	Dense	double	2000	2000	0.027551
transpose(Dense)	Dense	double	3000	3000	0.0742102
transpose(Dense)	Dense	double	4000	4000	0.152482
transpose(Dense)	Dense	double	5000	5000	0.228143
transpose(Dense)	Dense	double	6000	6000	0.356955
transpose(Dense)	Dense	double	7000	7000	0.450717
transpose(Dense)	Dense	double	8000	8000	0.614255
transpose(Dense)	Dense	double	9000	9000	0.751772
transpose(Dense)	Dense	double	10000	10000	0.92435
