func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_mul(CRS,CRS)	CRS	float	10000	10000	0.000333354	4.8597	19.4388
sm_mul(CRS,CRS)	CRS	float	20000	20000	0.000572696	5.65745	22.6298
sm_mul(CRS,CRS)	CRS	float	30000	30000	0.000773394	6.28399	25.136
sm_mul(CRS,CRS)	CRS	float	40000	40000	0.000936521	6.91923	27.6769
sm_mul(CRS,CRS)	CRS	float	50000	50000	0.000933225	8.67958	34.7183
sm_mul(CRS,CRS)	CRS	float	60000	60000	0.00106491	9.12753	36.5101
sm_mul(CRS,CRS)	CRS	float	70000	70000	0.00123258	9.20023	36.8009
sm_mul(CRS,CRS)	CRS	float	80000	80000	0.00138266	9.37324	37.493
sm_mul(CRS,CRS)	CRS	float	90000	90000	0.00154677	9.42612	37.7045
sm_mul(CRS,CRS)	CRS	float	100000	100000	0.00168702	9.60274	38.411
sm_mul(CRS,CRS)	CRS	double	10000	10000	0.00042403	3.82048	30.5638
sm_mul(CRS,CRS)	CRS	double	20000	20000	0.000714482	4.53475	36.278
sm_mul(CRS,CRS)	CRS	double	30000	30000	0.00099356	4.8915	39.132
sm_mul(CRS,CRS)	CRS	double	40000	40000	0.00125845	5.14921	41.1937
sm_mul(CRS,CRS)	CRS	double	50000	50000	0.00153999	5.25978	42.0782
sm_mul(CRS,CRS)	CRS	double	60000	60000	0.00180624	5.38133	43.0507
sm_mul(CRS,CRS)	CRS	double	70000	70000	0.00208894	5.42859	43.4288
sm_mul(CRS,CRS)	CRS	double	80000	80000	0.00232586	5.57212	44.577
sm_mul(CRS,CRS)	CRS	double	90000	90000	0.00262975	5.54425	44.354
sm_mul(CRS,CRS)	CRS	double	100000	100000	0.00288995	5.60562	44.845
