func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	vector	float	1000	4.89299e-05	0.0204374	0.163499
sv_mul	vector	float	10000	9.73257e-06	1.02748	8.21983
sv_mul	vector	float	100000	1.11114e-05	8.99977	71.9981
sv_mul	vector	float	1000000	4.64907e-05	21.5097	172.077
sv_mul	vector	float	10000000	0.00722716	1.38367	11.0694
sv_mul	vector	float	100000000	0.0716491	1.39569	11.1655
sv_mul	vector	double	1000	1.5414e-05	0.0648761	1.03802
sv_mul	vector	double	10000	1.07252e-05	0.932384	14.9181
sv_mul	vector	double	100000	1.44692e-05	6.91125	110.58
sv_mul	vector	double	1000000	8.13072e-05	12.299	196.785
sv_mul	vector	double	10000000	0.0174338	0.573598	9.17757
sv_mul	vector	double	100000000	0.0849794	1.17676	18.8281
