func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_pow(Dense,Dense)	Dense	float	1000	1000	0.00296851	0.336869	2.69495
sm_pow(Dense,Dense)	Dense	float	2000	2000	0.00646404	0.618808	4.95047
sm_pow(Dense,Dense)	Dense	float	3000	3000	0.015543	0.579038	4.6323
sm_pow(Dense,Dense)	Dense	float	4000	4000	0.0383344	0.41738	3.33904
sm_pow(Dense,Dense)	Dense	float	5000	5000	0.0466202	0.536248	4.28998
sm_pow(Dense,Dense)	Dense	float	6000	6000	0.0526558	0.683685	5.46948
sm_pow(Dense,Dense)	Dense	float	7000	7000	0.0701806	0.698199	5.58559
sm_pow(Dense,Dense)	Dense	float	8000	8000	0.0902751	0.708944	5.67155
sm_pow(Dense,Dense)	Dense	float	9000	9000	0.123071	0.658155	5.26524
sm_pow(Dense,Dense)	Dense	float	10000	10000	0.140651	0.710982	5.68786
sm_pow(Dense,Dense)	Dense	double	1000	1000	0.00154184	0.648575	10.3772
sm_pow(Dense,Dense)	Dense	double	2000	2000	0.00958453	0.417339	6.67743
sm_pow(Dense,Dense)	Dense	double	3000	3000	0.0242073	0.371788	5.94861
sm_pow(Dense,Dense)	Dense	double	4000	4000	0.0303417	0.527326	8.43722
sm_pow(Dense,Dense)	Dense	double	5000	5000	0.0451765	0.553385	8.85416
sm_pow(Dense,Dense)	Dense	double	6000	6000	0.0777338	0.463119	7.4099
sm_pow(Dense,Dense)	Dense	double	7000	7000	0.0871813	0.562047	8.99276
sm_pow(Dense,Dense)	Dense	double	8000	8000	0.126571	0.505644	8.09031
sm_pow(Dense,Dense)	Dense	double	9000	9000	0.148364	0.545953	8.73525
sm_pow(Dense,Dense)	Dense	double	10000	10000	0.176193	0.56756	9.08096
