func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0024194	66.9589
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00548688	66.4312
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.00995914	65.0659
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0202239	50.0646
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0407406	35.7874
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0151232	10.712
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0334329	10.9024
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0684278	9.46984
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0869502	11.6446
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128114	11.3805
