func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00863622	231.583
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0257328	262.311
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0585169	273.425
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0630217	495.861
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.106025	509.312
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.162009	529.292
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.248166	515.783
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.337891	539.376
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.469325	532.68
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00860619	232.391
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0277274	243.441
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0641649	249.358
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.124292	251.424
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205578	262.675
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.319842	268.101
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.482155	265.475
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.664538	274.251
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.922862	270.896
