func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00827689	241.637
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00467851	1442.77
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00910316	1757.63
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0154122	2027.62
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259643	2079.78
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412465	2078.97
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0601807	2126.93
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0881919	2066.52
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121868	2051.39
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277361	72.1082
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0881715	76.5553
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208398	76.7762
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.402573	77.6256
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.675772	79.9087
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.07806	79.5408
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.60989	79.5088
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.3044	79.0878
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16676	78.945
