func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00828858	241.296
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0265323	254.407
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0623738	256.518
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.121011	258.241
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.209906	257.257
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.350255	244.821
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.48847	262.043
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.716395	254.399
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.972819	256.985
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0164568	121.531
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0568987	118.632
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129451	123.599
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.253051	123.493
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.439293	122.925
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.705361	121.569
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.01388	126.248
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.47921	123.207
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.01715	123.937
