func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00373302	43.3965
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0264944	13.7576
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0658307	9.84343
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.12231	8.27814
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.177238	8.22621
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0118621	13.657
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.041052	8.87899
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0836738	7.74436
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.124032	8.1632
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.182827	7.97476
