func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.00149804	0.540708
m_tanh(CRS)	CRS	float	20000	20000	0.00144304	1.12263
m_tanh(CRS)	CRS	float	30000	30000	0.00217103	1.11928
m_tanh(CRS)	CRS	float	40000	40000	0.00289942	1.11747
m_tanh(CRS)	CRS	float	50000	50000	0.00389207	1.04058
m_tanh(CRS)	CRS	float	60000	60000	0.00465988	1.04295
m_tanh(CRS)	CRS	float	70000	70000	0.00545486	1.03944
m_tanh(CRS)	CRS	float	80000	80000	0.00722164	0.897303
m_tanh(CRS)	CRS	float	90000	90000	0.00863857	0.84389
m_tanh(CRS)	CRS	float	100000	100000	0.00859182	0.942757
m_tanh(CRS)	CRS	double	10000	10000	0.00120585	0.671725
m_tanh(CRS)	CRS	double	20000	20000	0.00255693	0.633573
m_tanh(CRS)	CRS	double	30000	30000	0.00499348	0.486634
m_tanh(CRS)	CRS	double	40000	40000	0.00884792	0.366188
m_tanh(CRS)	CRS	double	50000	50000	0.00911415	0.444364
m_tanh(CRS)	CRS	double	60000	60000	0.0111505	0.435854
m_tanh(CRS)	CRS	double	70000	70000	0.0123069	0.460717
m_tanh(CRS)	CRS	double	80000	80000	0.0178579	0.362865
m_tanh(CRS)	CRS	double	90000	90000	0.0163503	0.445863
m_tanh(CRS)	CRS	double	100000	100000	0.0123211	0.65741
