func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	Dense	float	1000	1000	4.76273e-05	20.9964	251.957
matadd(Dense,Dense,Dense)	Dense	float	2000	2000	0.00198932	2.01074	24.1288
matadd(Dense,Dense,Dense)	Dense	float	3000	3000	0.00798059	1.12774	13.5328
matadd(Dense,Dense,Dense)	Dense	float	4000	4000	0.015921	1.00496	12.0595
matadd(Dense,Dense,Dense)	Dense	float	5000	5000	0.0130937	1.90931	22.9118
matadd(Dense,Dense,Dense)	Dense	float	6000	6000	0.0472992	0.761112	9.13335
matadd(Dense,Dense,Dense)	Dense	float	7000	7000	0.0585084	0.837486	10.0498
matadd(Dense,Dense,Dense)	Dense	float	8000	8000	0.0713578	0.896889	10.7627
matadd(Dense,Dense,Dense)	Dense	float	9000	9000	0.078133	1.03669	12.4403
matadd(Dense,Dense,Dense)	Dense	float	10000	10000	0.111262	0.898779	10.7853
matadd(Dense,Dense,Dense)	Dense	double	1000	1000	8.45224e-05	11.8312	283.948
matadd(Dense,Dense,Dense)	Dense	double	2000	2000	0.00948282	0.421816	10.1236
matadd(Dense,Dense,Dense)	Dense	double	3000	3000	0.0238911	0.37671	9.04103
matadd(Dense,Dense,Dense)	Dense	double	4000	4000	0.0216389	0.739408	17.7458
matadd(Dense,Dense,Dense)	Dense	double	5000	5000	0.0651221	0.383894	9.21347
matadd(Dense,Dense,Dense)	Dense	double	6000	6000	0.0679195	0.530039	12.7209
matadd(Dense,Dense,Dense)	Dense	double	7000	7000	0.109744	0.446492	10.7158
matadd(Dense,Dense,Dense)	Dense	double	8000	8000	0.141008	0.453874	10.893
matadd(Dense,Dense,Dense)	Dense	double	9000	9000	0.165534	0.489324	11.7438
matadd(Dense,Dense,Dense)	Dense	double	10000	10000	0.228616	0.437414	10.4979
