func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.00112807	0.718038
m_sinh(CRS)	CRS	float	20000	20000	0.00209684	0.772591
m_sinh(CRS)	CRS	float	30000	30000	0.0031302	0.776308
m_sinh(CRS)	CRS	float	40000	40000	0.00416252	0.778374
m_sinh(CRS)	CRS	float	50000	50000	0.0052061	0.777933
m_sinh(CRS)	CRS	float	60000	60000	0.00623714	0.779203
m_sinh(CRS)	CRS	float	70000	70000	0.00733109	0.773419
m_sinh(CRS)	CRS	float	80000	80000	0.0083692	0.774267
m_sinh(CRS)	CRS	float	90000	90000	0.00944451	0.771877
m_sinh(CRS)	CRS	float	100000	100000	0.0104844	0.77258
m_sinh(CRS)	CRS	double	10000	10000	0.00106511	0.760484
m_sinh(CRS)	CRS	double	20000	20000	0.0020962	0.772828
m_sinh(CRS)	CRS	double	30000	30000	0.00316019	0.768941
m_sinh(CRS)	CRS	double	40000	40000	0.00532333	0.608642
m_sinh(CRS)	CRS	double	50000	50000	0.00771192	0.525161
m_sinh(CRS)	CRS	double	60000	60000	0.0106592	0.455942
m_sinh(CRS)	CRS	double	70000	70000	0.0129841	0.436689
m_sinh(CRS)	CRS	double	80000	80000	0.0143695	0.450955
m_sinh(CRS)	CRS	double	90000	90000	0.016436	0.443538
m_sinh(CRS)	CRS	double	100000	100000	0.0181157	0.447126
