func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00170945
transpose(Dense)	Dense	float	2000	2000	0.0113321
transpose(Dense)	Dense	float	3000	3000	0.0364046
transpose(Dense)	Dense	float	4000	4000	0.0851665
transpose(Dense)	Dense	float	5000	5000	0.131346
transpose(Dense)	Dense	float	6000	6000	0.192208
transpose(Dense)	Dense	float	7000	7000	0.258902
transpose(Dense)	Dense	float	8000	8000	0.341902
transpose(Dense)	Dense	float	9000	9000	0.432411
transpose(Dense)	Dense	float	10000	10000	0.528503
transpose(Dense)	Dense	double	1000	1000	0.00255235
transpose(Dense)	Dense	double	2000	2000	0.0256329
transpose(Dense)	Dense	double	3000	3000	0.066755
transpose(Dense)	Dense	double	4000	4000	0.142982
transpose(Dense)	Dense	double	5000	5000	0.218284
transpose(Dense)	Dense	double	6000	6000	0.319085
transpose(Dense)	Dense	double	7000	7000	0.429152
transpose(Dense)	Dense	double	8000	8000	0.570805
transpose(Dense)	Dense	double	9000	9000	0.718911
transpose(Dense)	Dense	double	10000	10000	0.880188
