func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0022426
convert(COO,Dense)	Dense	float	2000	2000	0.00551868
convert(COO,Dense)	Dense	float	3000	3000	0.0168719
convert(COO,Dense)	Dense	float	4000	4000	0.0281522
convert(COO,Dense)	Dense	float	5000	5000	0.0432738
convert(COO,Dense)	Dense	float	6000	6000	0.0609124
convert(COO,Dense)	Dense	float	7000	7000	0.0817153
convert(COO,Dense)	Dense	float	8000	8000	0.104649
convert(COO,Dense)	Dense	float	9000	9000	0.130876
convert(COO,Dense)	Dense	float	10000	10000	0.159432
convert(COO,Dense)	Dense	double	1000	1000	0.00371193
convert(COO,Dense)	Dense	double	2000	2000	0.00862482
convert(COO,Dense)	Dense	double	3000	3000	0.0303073
convert(COO,Dense)	Dense	double	4000	4000	0.0526994
convert(COO,Dense)	Dense	double	5000	5000	0.0810868
convert(COO,Dense)	Dense	double	6000	6000	0.114874
convert(COO,Dense)	Dense	double	7000	7000	0.154789
convert(COO,Dense)	Dense	double	8000	8000	0.197952
convert(COO,Dense)	Dense	double	9000	9000	0.2477
convert(COO,Dense)	Dense	double	10000	10000	0.302043
