func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00751106
convert(COO,CRS)	CRS	float	20000	20000	0.013913
convert(COO,CRS)	CRS	float	30000	30000	0.0237339
convert(COO,CRS)	CRS	float	40000	40000	0.0318632
convert(COO,CRS)	CRS	float	50000	50000	0.0393284
convert(COO,CRS)	CRS	float	60000	60000	0.0475726
convert(COO,CRS)	CRS	float	70000	70000	0.054258
convert(COO,CRS)	CRS	float	80000	80000	0.0618462
convert(COO,CRS)	CRS	float	90000	90000	0.069893
convert(COO,CRS)	CRS	float	100000	100000	0.0773227
convert(COO,CRS)	CRS	double	10000	10000	0.00539575
convert(COO,CRS)	CRS	double	20000	20000	0.0140902
convert(COO,CRS)	CRS	double	30000	30000	0.0292158
convert(COO,CRS)	CRS	double	40000	40000	0.0386036
convert(COO,CRS)	CRS	double	50000	50000	0.0484693
convert(COO,CRS)	CRS	double	60000	60000	0.0641678
convert(COO,CRS)	CRS	double	70000	70000	0.0737763
convert(COO,CRS)	CRS	double	80000	80000	0.085202
convert(COO,CRS)	CRS	double	90000	90000	0.0944935
convert(COO,CRS)	CRS	double	100000	100000	0.104773
