func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00842014	237.526
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.022544	299.414
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0492491	324.879
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0899313	347.488
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.156308	345.472
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.227869	376.313
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.34791	367.911
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.490956	371.214
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.673991	370.925
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0102652	194.833
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.032627	206.884
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0803269	199.186
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.154381	202.421
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.281378	191.912
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.405765	211.329
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.591872	216.263
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.831913	219.074
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.12328	222.563
