func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00866936	230.697
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0170484	395.933
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0573004	279.23
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0755906	413.411
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.115621	467.041
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.16453	521.181
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237724	538.441
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.338252	538.799
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.480882	519.879
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0119242	167.726
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0357243	188.947
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0643735	248.55
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.133113	234.763
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.209212	258.111
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.325122	263.747
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.512122	249.94
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.675695	269.722
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916885	272.662
