func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(CRS)	CRS	float	10000	10000	0.00212998	0.380285
m_asinh(CRS)	CRS	float	20000	20000	0.00422207	0.383698
m_asinh(CRS)	CRS	float	30000	30000	0.00638217	0.380748
m_asinh(CRS)	CRS	float	40000	40000	0.0084975	0.381289
m_asinh(CRS)	CRS	float	50000	50000	0.0105811	0.382759
m_asinh(CRS)	CRS	float	60000	60000	0.0126586	0.383929
m_asinh(CRS)	CRS	float	70000	70000	0.0148164	0.382683
m_asinh(CRS)	CRS	float	80000	80000	0.0168521	0.384523
m_asinh(CRS)	CRS	float	90000	90000	0.0189516	0.384664
m_asinh(CRS)	CRS	float	100000	100000	0.0210702	0.38443
m_asinh(CRS)	CRS	double	10000	10000	0.00231452	0.349965
m_asinh(CRS)	CRS	double	20000	20000	0.00458593	0.353254
m_asinh(CRS)	CRS	double	30000	30000	0.00685702	0.354381
m_asinh(CRS)	CRS	double	40000	40000	0.00909207	0.356355
m_asinh(CRS)	CRS	double	50000	50000	0.0113624	0.356438
m_asinh(CRS)	CRS	double	60000	60000	0.0136085	0.357131
m_asinh(CRS)	CRS	double	70000	70000	0.0160463	0.353352
m_asinh(CRS)	CRS	double	80000	80000	0.0181888	0.356262
m_asinh(CRS)	CRS	double	90000	90000	0.0204795	0.355965
m_asinh(CRS)	CRS	double	100000	100000	0.022741	0.356185
