func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00815272	245.317
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0259098	260.519
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0619792	258.151
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.122014	256.118
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.2074	260.367
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.330256	259.647
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.484296	264.301
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.701597	259.765
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.974717	256.485
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0162429	123.131
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0536248	125.875
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.127419	125.57
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.249236	125.383
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.424555	127.192
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.679497	126.196
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.01538	126.061
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.43142	127.321
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.96572	127.18
