func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00175666
transpose(Dense)	Dense	float	2000	2000	0.0115935
transpose(Dense)	Dense	float	3000	3000	0.0438471
transpose(Dense)	Dense	float	4000	4000	0.0844584
transpose(Dense)	Dense	float	5000	5000	0.131262
transpose(Dense)	Dense	float	6000	6000	0.19217
transpose(Dense)	Dense	float	7000	7000	0.258212
transpose(Dense)	Dense	float	8000	8000	0.343042
transpose(Dense)	Dense	float	9000	9000	0.432108
transpose(Dense)	Dense	float	10000	10000	0.529064
transpose(Dense)	Dense	double	1000	1000	0.00257408
transpose(Dense)	Dense	double	2000	2000	0.025578
transpose(Dense)	Dense	double	3000	3000	0.0664057
transpose(Dense)	Dense	double	4000	4000	0.141106
transpose(Dense)	Dense	double	5000	5000	0.219032
transpose(Dense)	Dense	double	6000	6000	0.323807
transpose(Dense)	Dense	double	7000	7000	0.43102
transpose(Dense)	Dense	double	8000	8000	0.575619
transpose(Dense)	Dense	double	9000	9000	0.7194
transpose(Dense)	Dense	double	10000	10000	0.878937
