func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00111714
convert(COO,Dense)	Dense	float	2000	2000	0.00379333
convert(COO,Dense)	Dense	float	3000	3000	0.0101188
convert(COO,Dense)	Dense	float	4000	4000	0.0164125
convert(COO,Dense)	Dense	float	5000	5000	0.0245178
convert(COO,Dense)	Dense	float	6000	6000	0.0341812
convert(COO,Dense)	Dense	float	7000	7000	0.0459884
convert(COO,Dense)	Dense	float	8000	8000	0.0586244
convert(COO,Dense)	Dense	float	9000	9000	0.0729531
convert(COO,Dense)	Dense	float	10000	10000	0.0890261
convert(COO,Dense)	Dense	double	1000	1000	0.00163837
convert(COO,Dense)	Dense	double	2000	2000	0.00724799
convert(COO,Dense)	Dense	double	3000	3000	0.0175349
convert(COO,Dense)	Dense	double	4000	4000	0.0294471
convert(COO,Dense)	Dense	double	5000	5000	0.0447554
convert(COO,Dense)	Dense	double	6000	6000	0.0631148
convert(COO,Dense)	Dense	double	7000	7000	0.0846976
convert(COO,Dense)	Dense	double	8000	8000	0.109479
convert(COO,Dense)	Dense	double	9000	9000	0.137185
convert(COO,Dense)	Dense	double	10000	10000	0.168527
