func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.000534951	1.51416
m_asin(CRS)	CRS	float	20000	20000	0.000882927	1.83481
m_asin(CRS)	CRS	float	30000	30000	0.00186521	1.3028
m_asin(CRS)	CRS	float	40000	40000	0.00250545	1.29318
m_asin(CRS)	CRS	float	50000	50000	0.00309826	1.30719
m_asin(CRS)	CRS	float	60000	60000	0.00353024	1.37668
m_asin(CRS)	CRS	float	70000	70000	0.00416639	1.36089
m_asin(CRS)	CRS	float	80000	80000	0.00473657	1.36808
m_asin(CRS)	CRS	float	90000	90000	0.00531059	1.37273
m_asin(CRS)	CRS	float	100000	100000	0.0058822	1.37703
m_asin(CRS)	CRS	double	10000	10000	0.00126843	0.638586
m_asin(CRS)	CRS	double	20000	20000	0.00253753	0.638416
m_asin(CRS)	CRS	double	30000	30000	0.00367212	0.661743
m_asin(CRS)	CRS	double	40000	40000	0.00472211	0.686134
m_asin(CRS)	CRS	double	50000	50000	0.00616775	0.656641
m_asin(CRS)	CRS	double	60000	60000	0.00728926	0.666735
m_asin(CRS)	CRS	double	70000	70000	0.00832751	0.680876
m_asin(CRS)	CRS	double	80000	80000	0.00953023	0.679941
m_asin(CRS)	CRS	double	90000	90000	0.0108065	0.674596
m_asin(CRS)	CRS	double	100000	100000	0.0121009	0.669373
