func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(CRS)	CRS	float	10000	10000	0.000336255	2.40889
m_ceil(CRS)	CRS	float	20000	20000	0.000541955	2.98918
m_ceil(CRS)	CRS	float	30000	30000	0.000743767	3.26715
m_ceil(CRS)	CRS	float	40000	40000	0.00095733	3.38441
m_ceil(CRS)	CRS	float	50000	50000	0.00117395	3.44989
m_ceil(CRS)	CRS	float	60000	60000	0.00137811	3.52656
m_ceil(CRS)	CRS	float	70000	70000	0.00143454	3.95249
m_ceil(CRS)	CRS	float	80000	80000	0.00150137	4.31605
m_ceil(CRS)	CRS	float	90000	90000	0.00158029	4.61308
m_ceil(CRS)	CRS	float	100000	100000	0.00173176	4.67732
m_ceil(CRS)	CRS	double	10000	10000	0.00044093	1.83703
m_ceil(CRS)	CRS	double	20000	20000	0.000713868	2.26933
m_ceil(CRS)	CRS	double	30000	30000	0.000977793	2.48519
m_ceil(CRS)	CRS	double	40000	40000	0.00123733	2.61853
m_ceil(CRS)	CRS	double	50000	50000	0.00149263	2.71334
m_ceil(CRS)	CRS	double	60000	60000	0.00176697	2.75048
m_ceil(CRS)	CRS	double	70000	70000	0.00203397	2.78765
m_ceil(CRS)	CRS	double	80000	80000	0.00234727	2.76066
m_ceil(CRS)	CRS	double	90000	90000	0.00257592	2.83006
m_ceil(CRS)	CRS	double	100000	100000	0.00284841	2.84369
