func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	0.000180246	5.54799
m_floor(Dense)	Dense	float	2000	2000	0.000541106	7.39227
m_floor(Dense)	Dense	float	3000	3000	0.00114304	7.87377
m_floor(Dense)	Dense	float	4000	4000	0.00197006	8.12157
m_floor(Dense)	Dense	float	5000	5000	0.00262629	9.51912
m_floor(Dense)	Dense	float	6000	6000	0.00352713	10.2066
m_floor(Dense)	Dense	float	7000	7000	0.00478493	10.2405
m_floor(Dense)	Dense	float	8000	8000	0.00614895	10.4083
m_floor(Dense)	Dense	float	9000	9000	0.00781008	10.3712
m_floor(Dense)	Dense	float	10000	10000	0.00958389	10.4342
m_floor(Dense)	Dense	double	1000	1000	0.000226888	4.40745
m_floor(Dense)	Dense	double	2000	2000	0.000755548	5.29417
m_floor(Dense)	Dense	double	3000	3000	0.00152562	5.89924
m_floor(Dense)	Dense	double	4000	4000	0.00265977	6.01556
m_floor(Dense)	Dense	double	5000	5000	0.00417661	5.98572
m_floor(Dense)	Dense	double	6000	6000	0.00603415	5.96605
m_floor(Dense)	Dense	double	7000	7000	0.00817868	5.99119
m_floor(Dense)	Dense	double	8000	8000	0.010611	6.03145
m_floor(Dense)	Dense	double	9000	9000	0.0133823	6.05277
m_floor(Dense)	Dense	double	10000	10000	0.0164582	6.07601
