func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	vector	float	1000	1.25733e-07	15.9067	95.4401
axpy	vector	float	10000	9.056e-07	22.0848	132.509
axpy	vector	float	100000	6.27877e-06	31.8534	191.12
axpy	vector	float	1000000	3.91834e-05	51.042	306.252
axpy	vector	float	10000000	0.00441148	4.53362	27.2017
axpy	vector	float	100000000	0.0440175	4.54364	27.2619
axpy	vector	double	1000	3.073e-07	6.5083	78.0996
axpy	vector	double	10000	2.06033e-06	9.70717	116.486
axpy	vector	double	100000	5.88297e-06	33.9965	407.957
axpy	vector	double	1000000	0.000760304	2.63053	31.5663
axpy	vector	double	10000000	0.00879243	2.27469	27.2962
axpy	vector	double	100000000	0.0885409	2.25884	27.1061
