func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_mul(Dense,Dense,Dense)	Dense	float	1000	1000	0.000190034	5.26222	63.1467
mm_mul(Dense,Dense,Dense)	Dense	float	2000	2000	0.000576358	6.94013	83.2816
mm_mul(Dense,Dense,Dense)	Dense	float	3000	3000	0.00115008	7.82556	93.9068
mm_mul(Dense,Dense,Dense)	Dense	float	4000	4000	0.0020599	7.76737	93.2084
mm_mul(Dense,Dense,Dense)	Dense	float	5000	5000	0.00320711	7.79518	93.5422
mm_mul(Dense,Dense,Dense)	Dense	float	6000	6000	0.00457192	7.87415	94.4898
mm_mul(Dense,Dense,Dense)	Dense	float	7000	7000	0.00614311	7.97642	95.7171
mm_mul(Dense,Dense,Dense)	Dense	float	8000	8000	0.00797533	8.02475	96.297
mm_mul(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100229	8.08146	96.9775
mm_mul(Dense,Dense,Dense)	Dense	float	10000	10000	0.0123356	8.10659	97.2791
mm_mul(Dense,Dense,Dense)	Dense	double	1000	1000	0.000356447	2.80546	67.3311
mm_mul(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102754	3.8928	93.4272
mm_mul(Dense,Dense,Dense)	Dense	double	3000	3000	0.00225407	3.99277	95.8266
mm_mul(Dense,Dense,Dense)	Dense	double	4000	4000	0.00400182	3.99818	95.9563
mm_mul(Dense,Dense,Dense)	Dense	double	5000	5000	0.00616213	4.05704	97.3689
mm_mul(Dense,Dense,Dense)	Dense	double	6000	6000	0.00887519	4.05625	97.35
mm_mul(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120312	4.07275	97.7459
mm_mul(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156401	4.09204	98.2089
mm_mul(Dense,Dense,Dense)	Dense	double	9000	9000	0.019754	4.10043	98.4104
mm_mul(Dense,Dense,Dense)	Dense	double	10000	10000	0.0243122	4.11316	98.7159
