func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(CRS)	CRS	float	10000	10000	0.000850178	0.952741
m_atan(CRS)	CRS	float	20000	20000	0.00164107	0.987163
m_atan(CRS)	CRS	float	30000	30000	0.00238429	1.01917
m_atan(CRS)	CRS	float	40000	40000	0.00302105	1.07248
m_atan(CRS)	CRS	float	50000	50000	0.00380341	1.06483
m_atan(CRS)	CRS	float	60000	60000	0.00451046	1.07749
m_atan(CRS)	CRS	float	70000	70000	0.00531406	1.06698
m_atan(CRS)	CRS	float	80000	80000	0.00662785	0.977693
m_atan(CRS)	CRS	float	90000	90000	0.00676528	1.07756
m_atan(CRS)	CRS	float	100000	100000	0.00751334	1.07808
m_atan(CRS)	CRS	double	10000	10000	0.00172772	0.468825
m_atan(CRS)	CRS	double	20000	20000	0.00338077	0.47918
m_atan(CRS)	CRS	double	30000	30000	0.00510971	0.475565
m_atan(CRS)	CRS	double	40000	40000	0.00665781	0.486647
m_atan(CRS)	CRS	double	50000	50000	0.00849968	0.476488
m_atan(CRS)	CRS	double	60000	60000	0.0100237	0.484851
m_atan(CRS)	CRS	double	70000	70000	0.0117794	0.48135
m_atan(CRS)	CRS	double	80000	80000	0.0135963	0.476599
m_atan(CRS)	CRS	double	90000	90000	0.0147555	0.494053
m_atan(CRS)	CRS	double	100000	100000	0.0170119	0.476137
