func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.000573096	1.74491
m_tan(Dense)	Dense	float	2000	2000	0.00423844	0.943743
m_tan(Dense)	Dense	float	3000	3000	0.00333079	2.70206
m_tan(Dense)	Dense	float	4000	4000	0.00583368	2.7427
m_tan(Dense)	Dense	float	5000	5000	0.00900455	2.77637
m_tan(Dense)	Dense	float	6000	6000	0.0128394	2.80386
m_tan(Dense)	Dense	float	7000	7000	0.0173718	2.82066
m_tan(Dense)	Dense	float	8000	8000	0.0226347	2.82752
m_tan(Dense)	Dense	float	9000	9000	0.0285106	2.84105
m_tan(Dense)	Dense	float	10000	10000	0.0359194	2.78401
m_tan(Dense)	Dense	double	1000	1000	0.000667929	1.49716
m_tan(Dense)	Dense	double	2000	2000	0.00291345	1.37294
m_tan(Dense)	Dense	double	3000	3000	0.00652778	1.37872
m_tan(Dense)	Dense	double	4000	4000	0.011221	1.4259
m_tan(Dense)	Dense	double	5000	5000	0.0174351	1.43389
m_tan(Dense)	Dense	double	6000	6000	0.025039	1.43776
m_tan(Dense)	Dense	double	7000	7000	0.034065	1.43843
m_tan(Dense)	Dense	double	8000	8000	0.0443957	1.44158
m_tan(Dense)	Dense	double	9000	9000	0.0565436	1.43252
m_tan(Dense)	Dense	double	10000	10000	0.0694151	1.44061
