func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(CRS)	CRS	float	10000	10000	0.000357027	2.26874
m_floor(CRS)	CRS	float	20000	20000	0.000576452	2.81029
m_floor(CRS)	CRS	float	30000	30000	0.000767563	3.16587
m_floor(CRS)	CRS	float	40000	40000	0.000970968	3.33688
m_floor(CRS)	CRS	float	50000	50000	0.00117363	3.45084
m_floor(CRS)	CRS	float	60000	60000	0.00137373	3.5378
m_floor(CRS)	CRS	float	70000	70000	0.00138945	4.08075
m_floor(CRS)	CRS	float	80000	80000	0.00143719	4.50879
m_floor(CRS)	CRS	float	90000	90000	0.00156862	4.64741
m_floor(CRS)	CRS	float	100000	100000	0.00174031	4.65435
m_floor(CRS)	CRS	double	10000	10000	0.000436945	1.85378
m_floor(CRS)	CRS	double	20000	20000	0.000679938	2.38257
m_floor(CRS)	CRS	double	30000	30000	0.00093697	2.59347
m_floor(CRS)	CRS	double	40000	40000	0.00122809	2.63824
m_floor(CRS)	CRS	double	50000	50000	0.00150451	2.69191
m_floor(CRS)	CRS	double	60000	60000	0.00179616	2.70577
m_floor(CRS)	CRS	double	70000	70000	0.00203456	2.78684
m_floor(CRS)	CRS	double	80000	80000	0.00232405	2.78823
m_floor(CRS)	CRS	double	90000	90000	0.00256186	2.84558
m_floor(CRS)	CRS	double	100000	100000	0.00284785	2.84425
