func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_sub(Dense,Dense,Dense)	Dense	float	1000	1000	0.000149694	6.68031	80.1637
mm_sub(Dense,Dense,Dense)	Dense	float	2000	2000	0.00216536	1.84727	22.1672
mm_sub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00480897	1.8715	22.458
mm_sub(Dense,Dense,Dense)	Dense	float	4000	4000	0.00851092	1.87994	22.5593
mm_sub(Dense,Dense,Dense)	Dense	float	5000	5000	0.0133686	1.87006	22.4407
mm_sub(Dense,Dense,Dense)	Dense	float	6000	6000	0.0193061	1.8647	22.3764
mm_sub(Dense,Dense,Dense)	Dense	float	7000	7000	0.0260128	1.88369	22.6043
mm_sub(Dense,Dense,Dense)	Dense	float	8000	8000	0.0342273	1.86985	22.4383
mm_sub(Dense,Dense,Dense)	Dense	float	9000	9000	0.0427706	1.89382	22.7259
mm_sub(Dense,Dense,Dense)	Dense	float	10000	10000	0.053317	1.87558	22.5069
mm_sub(Dense,Dense,Dense)	Dense	double	1000	1000	0.00109163	0.916058	21.9854
mm_sub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00429243	0.931874	22.365
mm_sub(Dense,Dense,Dense)	Dense	double	3000	3000	0.00967267	0.930457	22.331
mm_sub(Dense,Dense,Dense)	Dense	double	4000	4000	0.0171445	0.933241	22.3978
mm_sub(Dense,Dense,Dense)	Dense	double	5000	5000	0.0266105	0.939481	22.5475
mm_sub(Dense,Dense,Dense)	Dense	double	6000	6000	0.0385394	0.934109	22.4186
mm_sub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0519698	0.942856	22.6285
mm_sub(Dense,Dense,Dense)	Dense	double	8000	8000	0.0683453	0.936422	22.4741
mm_sub(Dense,Dense,Dense)	Dense	double	9000	9000	0.0862673	0.938942	22.5346
mm_sub(Dense,Dense,Dense)	Dense	double	10000	10000	0.108655	0.920345	22.0883
