func	kind	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	Dense	float	1000	1000	0.00180593	1.10746
mv_mul(Dense)	Dense	float	2000	2000	6.68521e-05	119.667
mv_mul(Dense)	Dense	float	3000	3000	0.000186103	96.7207
mv_mul(Dense)	Dense	float	4000	4000	0.00498674	6.41701
mv_mul(Dense)	Dense	float	5000	5000	0.00951797	5.25322
mv_mul(Dense)	Dense	double	1000	1000	0.000151165	13.2306
mv_mul(Dense)	Dense	double	2000	2000	0.000147027	54.4117
mv_mul(Dense)	Dense	double	3000	3000	0.00580305	3.10182
mv_mul(Dense)	Dense	double	4000	4000	0.0126494	2.52976
mv_mul(Dense)	Dense	double	5000	5000	0.0201047	2.48698
