func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.74057	0.21875
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	1.74225	0.209212
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	3.58395	0.180806
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	5.73761	0.176467
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	8.28583	0.175963
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.84229	0.192333
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	2.14416	0.169997
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	4.01634	0.161341
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	6.49189	0.155964
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	9.23956	0.1578
