func	kind	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	CRS	float	1000	1000	0.00194776	0.0831725
mv_mul(CRS)	CRS	float	2000	2000	4.4559e-05	7.27126
mv_mul(CRS)	CRS	float	4000	4000	8.14918e-05	7.95172
mv_mul(CRS)	CRS	float	8000	8000	0.000163088	7.94664
mv_mul(CRS)	CRS	float	16000	16000	0.000349253	7.42156
mv_mul(CRS)	CRS	float	32000	32000	0.00125465	4.13184
mv_mul(CRS)	CRS	float	64000	64000	0.00777462	1.33357
mv_mul(CRS)	CRS	double	1000	1000	3.0086e-05	5.38456
mv_mul(CRS)	CRS	double	2000	2000	5.22424e-05	6.20186
mv_mul(CRS)	CRS	double	4000	4000	9.46567e-05	6.84579
mv_mul(CRS)	CRS	double	8000	8000	0.000201108	6.4443
mv_mul(CRS)	CRS	double	16000	16000	0.000436843	5.93348
mv_mul(CRS)	CRS	double	32000	32000	0.00494116	1.04915
mv_mul(CRS)	CRS	double	64000	64000	0.0125498	0.826146
