func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00172536
transpose(Dense)	Dense	float	2000	2000	0.00775431
transpose(Dense)	Dense	float	3000	3000	0.0190329
transpose(Dense)	Dense	float	4000	4000	0.0296264
transpose(Dense)	Dense	float	5000	5000	0.0468069
transpose(Dense)	Dense	float	6000	6000	0.0648493
transpose(Dense)	Dense	float	7000	7000	0.091883
transpose(Dense)	Dense	float	8000	8000	0.180836
transpose(Dense)	Dense	float	9000	9000	0.15983
transpose(Dense)	Dense	float	10000	10000	0.214468
transpose(Dense)	Dense	double	1000	1000	0.0030833
transpose(Dense)	Dense	double	2000	2000	0.0127969
transpose(Dense)	Dense	double	3000	3000	0.0270646
transpose(Dense)	Dense	double	4000	4000	0.0586268
transpose(Dense)	Dense	double	5000	5000	0.0753245
transpose(Dense)	Dense	double	6000	6000	0.126474
transpose(Dense)	Dense	double	7000	7000	0.148863
transpose(Dense)	Dense	double	8000	8000	0.531287
transpose(Dense)	Dense	double	9000	9000	0.640198
transpose(Dense)	Dense	double	10000	10000	0.89629
