func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.00867055	0.186839
matvec(CRS)	CRS	float	20000	20000	0.000459617	7.04935
matvec(CRS)	CRS	float	30000	30000	0.000634281	7.66222
matvec(CRS)	CRS	float	40000	40000	0.000800146	8.09853
matvec(CRS)	CRS	float	50000	50000	0.000972824	8.32628
matvec(CRS)	CRS	float	60000	60000	0.00114048	8.52274
matvec(CRS)	CRS	float	70000	70000	0.00128683	8.81233
matvec(CRS)	CRS	float	80000	80000	0.00144946	8.94126
matvec(CRS)	CRS	float	90000	90000	0.00158827	9.17982
matvec(CRS)	CRS	float	100000	100000	0.00173552	9.33437
matvec(CRS)	CRS	double	10000	10000	0.000329047	4.92331
matvec(CRS)	CRS	double	20000	20000	0.000544772	5.94744
matvec(CRS)	CRS	double	30000	30000	0.000754315	6.44293
matvec(CRS)	CRS	double	40000	40000	0.000962512	6.73238
matvec(CRS)	CRS	double	50000	50000	0.0011712	6.91597
matvec(CRS)	CRS	double	60000	60000	0.00139268	6.97935
matvec(CRS)	CRS	double	70000	70000	0.00161039	7.04177
matvec(CRS)	CRS	double	80000	80000	0.0018278	7.09049
matvec(CRS)	CRS	double	90000	90000	0.00203168	7.17634
matvec(CRS)	CRS	double	100000	100000	0.00222348	7.28587
