func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00369432	43.8511
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0270919	13.4542
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0704276	9.20093
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.123121	8.2236
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.177731	8.20339
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0120603	13.4325
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0437296	8.33532
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0882924	7.33925
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.12909	7.84337
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.18923	7.70491
