func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(CRS,CRS,CRS)	CRS	float	10000	10000	0.000337577	2.39945	28.7934
mm_add(CRS,CRS,CRS)	CRS	float	20000	20000	0.000587849	2.75581	33.0697
mm_add(CRS,CRS,CRS)	CRS	float	30000	30000	0.000781895	3.10783	37.294
mm_add(CRS,CRS,CRS)	CRS	float	40000	40000	0.00107014	3.02764	36.3317
mm_add(CRS,CRS,CRS)	CRS	float	50000	50000	0.00114529	3.53622	42.4346
mm_add(CRS,CRS,CRS)	CRS	float	60000	60000	0.00142818	3.40293	40.8352
mm_add(CRS,CRS,CRS)	CRS	float	70000	70000	0.00156366	3.62611	43.5133
mm_add(CRS,CRS,CRS)	CRS	float	80000	80000	0.00175932	3.68325	44.1989
mm_add(CRS,CRS,CRS)	CRS	float	90000	90000	0.00196107	3.71736	44.6083
mm_add(CRS,CRS,CRS)	CRS	float	100000	100000	0.00217641	3.72173	44.6608
mm_add(CRS,CRS,CRS)	CRS	double	10000	10000	0.000552251	1.46672	35.2014
mm_add(CRS,CRS,CRS)	CRS	double	20000	20000	0.000971943	1.66676	40.0023
mm_add(CRS,CRS,CRS)	CRS	double	30000	30000	0.00137848	1.76281	42.3074
mm_add(CRS,CRS,CRS)	CRS	double	40000	40000	0.00177035	1.83014	43.9235
mm_add(CRS,CRS,CRS)	CRS	double	50000	50000	0.00216716	1.8688	44.8512
mm_add(CRS,CRS,CRS)	CRS	double	60000	60000	0.00257941	1.88415	45.2197
mm_add(CRS,CRS,CRS)	CRS	double	70000	70000	0.00295432	1.91923	46.0614
mm_add(CRS,CRS,CRS)	CRS	double	80000	80000	0.00334778	1.93561	46.4547
mm_add(CRS,CRS,CRS)	CRS	double	90000	90000	0.00377041	1.93348	46.4034
mm_add(CRS,CRS,CRS)	CRS	double	100000	100000	0.00413793	1.9575	46.98
