func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	Dense	float	1000	1000	0.000585205	1.7088
m_tanh(Dense)	Dense	float	2000	2000	0.0012404	3.22476
m_tanh(Dense)	Dense	float	3000	3000	0.00323965	2.77807
m_tanh(Dense)	Dense	float	4000	4000	0.00564636	2.83368
m_tanh(Dense)	Dense	float	5000	5000	0.00872574	2.86509
m_tanh(Dense)	Dense	float	6000	6000	0.0127027	2.83404
m_tanh(Dense)	Dense	float	7000	7000	0.0169462	2.8915
m_tanh(Dense)	Dense	float	8000	8000	0.0221155	2.8939
m_tanh(Dense)	Dense	float	9000	9000	0.0279638	2.8966
m_tanh(Dense)	Dense	float	10000	10000	0.0344654	2.90146
m_tanh(Dense)	Dense	double	1000	1000	0.000428858	2.33178
m_tanh(Dense)	Dense	double	2000	2000	0.00277841	1.43967
m_tanh(Dense)	Dense	double	3000	3000	0.00616924	1.45885
m_tanh(Dense)	Dense	double	4000	4000	0.0109372	1.4629
m_tanh(Dense)	Dense	double	5000	5000	0.0170289	1.46809
m_tanh(Dense)	Dense	double	6000	6000	0.0244855	1.47026
m_tanh(Dense)	Dense	double	7000	7000	0.0333655	1.46858
m_tanh(Dense)	Dense	double	8000	8000	0.0435386	1.46996
m_tanh(Dense)	Dense	double	9000	9000	0.0551097	1.4698
m_tanh(Dense)	Dense	double	10000	10000	0.0680569	1.46936
