func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_sub(CRS,CRS)	CRS	float	10000	10000	0.00034488	4.69729	18.7892
sm_sub(CRS,CRS)	CRS	float	20000	20000	0.00129549	2.50099	10.004
sm_sub(CRS,CRS)	CRS	float	30000	30000	0.00192879	2.51972	10.0789
sm_sub(CRS,CRS)	CRS	float	40000	40000	0.00257432	2.51717	10.0687
sm_sub(CRS,CRS)	CRS	float	50000	50000	0.00321831	2.51685	10.0674
sm_sub(CRS,CRS)	CRS	float	60000	60000	0.00383511	2.53448	10.1379
sm_sub(CRS,CRS)	CRS	float	70000	70000	0.00446987	2.53699	10.148
sm_sub(CRS,CRS)	CRS	float	80000	80000	0.00517043	2.50656	10.0262
sm_sub(CRS,CRS)	CRS	float	90000	90000	0.00575811	2.53208	10.1283
sm_sub(CRS,CRS)	CRS	float	100000	100000	0.00640055	2.53103	10.1241
sm_sub(CRS,CRS)	CRS	double	10000	10000	0.00129748	1.24857	9.98857
sm_sub(CRS,CRS)	CRS	double	20000	20000	0.00258245	1.25462	10.037
sm_sub(CRS,CRS)	CRS	double	30000	30000	0.00387636	1.25375	10.03
sm_sub(CRS,CRS)	CRS	double	40000	40000	0.00517285	1.25269	10.0215
sm_sub(CRS,CRS)	CRS	double	50000	50000	0.00639456	1.2667	10.1336
sm_sub(CRS,CRS)	CRS	double	60000	60000	0.00775703	1.25306	10.0244
sm_sub(CRS,CRS)	CRS	double	70000	70000	0.00903518	1.25509	10.0408
sm_sub(CRS,CRS)	CRS	double	80000	80000	0.0101927	1.2715	10.172
sm_sub(CRS,CRS)	CRS	double	90000	90000	0.0115594	1.26131	10.0905
sm_sub(CRS,CRS)	CRS	double	100000	100000	0.0129285	1.25305	10.0244
