func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000321908	3.10647
m_asinh(Dense)	Dense	float	2000	2000	0.0011007	3.63404
m_asinh(Dense)	Dense	float	3000	3000	0.0024013	3.74797
m_asinh(Dense)	Dense	float	4000	4000	0.00387493	4.12911
m_asinh(Dense)	Dense	float	5000	5000	0.00529886	4.71799
m_asinh(Dense)	Dense	float	6000	6000	0.00711505	5.0597
m_asinh(Dense)	Dense	float	7000	7000	0.00962438	5.09124
m_asinh(Dense)	Dense	float	8000	8000	0.0125023	5.11906
m_asinh(Dense)	Dense	float	9000	9000	0.0157882	5.13041
m_asinh(Dense)	Dense	float	10000	10000	0.0194177	5.14994
m_asinh(Dense)	Dense	double	1000	1000	0.00141432	0.707051
m_asinh(Dense)	Dense	double	2000	2000	0.00550631	0.726439
m_asinh(Dense)	Dense	double	3000	3000	0.0124514	0.722812
m_asinh(Dense)	Dense	double	4000	4000	0.0221303	0.72299
m_asinh(Dense)	Dense	double	5000	5000	0.034542	0.723757
m_asinh(Dense)	Dense	double	6000	6000	0.0497018	0.724319
m_asinh(Dense)	Dense	double	7000	7000	0.0679671	0.720937
m_asinh(Dense)	Dense	double	8000	8000	0.0883854	0.724101
m_asinh(Dense)	Dense	double	9000	9000	0.111876	0.724014
m_asinh(Dense)	Dense	double	10000	10000	0.138195	0.723616
