func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	6.68e-07	2.99401	5.98802
nrm2	float	2000	1.7617e-06	2.27053	4.54107
nrm2	float	4000	8.527e-07	9.38196	18.7639
nrm2	float	8000	1.7447e-06	9.17063	18.3413
nrm2	float	16000	3.9105e-06	8.1831	16.3662
nrm2	float	32000	8.9768e-06	7.12949	14.259
nrm2	float	64000	9.501e-06	13.4723	26.9445
nrm2	float	128000	1.00507e-05	25.4709	50.9417
nrm2	float	256000	1.19702e-05	42.7729	85.5458
nrm2	float	512000	1.69129e-05	60.5455	121.091
nrm2	float	1024000	2.58422e-05	79.2502	158.5
nrm2	float	2048000	4.42447e-05	92.5761	185.152
nrm2	float	4096000	8.2261e-05	99.5855	199.171
nrm2	float	8192000	0.000154719	105.895	211.79
nrm2	float	16384000	0.00143452	22.8425	45.685
nrm2	float	32768000	0.0131807	4.97212	9.94423
nrm2	float	65536000	0.00769724	17.0284	34.0569
nrm2	double	1000	5.06e-07	3.95257	15.8103
nrm2	double	2000	8.431e-07	4.7444	18.9776
nrm2	double	4000	1.6253e-06	4.92217	19.6887
nrm2	double	8000	3.1795e-06	5.03224	20.129
nrm2	double	16000	7.9292e-06	4.03572	16.1429
nrm2	double	32000	7.9518e-06	8.04849	32.194
nrm2	double	64000	1.04191e-05	12.2851	49.1405
nrm2	double	128000	2.08925e-05	12.2532	49.0128
nrm2	double	256000	1.52907e-05	33.4844	133.938
nrm2	double	512000	2.10267e-05	48.7	194.8
nrm2	double	1024000	3.34264e-05	61.2689	245.076
nrm2	double	2048000	5.95451e-05	68.7882	275.153
nrm2	double	4096000	0.000137459	59.596	238.384
nrm2	double	8192000	0.00366431	4.47123	17.8849
nrm2	double	16384000	0.00969551	3.37971	13.5188
nrm2	double	32768000	0.00814388	8.04727	32.1891
nrm2	double	65536000	0.0125201	10.4689	41.8756
