func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.000525387	0.154172
m_tanh(CRS)	float	2000	2000	0.000524898	0.308631
m_tanh(CRS)	float	4000	4000	0.000984167	0.329212
m_tanh(CRS)	float	8000	8000	0.00188797	0.343225
m_tanh(CRS)	float	16000	16000	0.00371407	0.348943
m_tanh(CRS)	float	32000	32000	0.00729018	0.355547
m_tanh(CRS)	float	64000	64000	0.0147363	0.351784
m_tanh(CRS)	double	1000	1000	0.000433099	0.187024
m_tanh(CRS)	double	2000	2000	0.000773016	0.209569
m_tanh(CRS)	double	4000	4000	0.00147322	0.219926
m_tanh(CRS)	double	8000	8000	0.0028929	0.223996
m_tanh(CRS)	double	16000	16000	0.00566031	0.228963
m_tanh(CRS)	double	32000	32000	0.0113918	0.227532
m_tanh(CRS)	double	64000	64000	0.0221304	0.234248
