func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.0017737	0.000563793	0.00451034
tanh	float	2000	7.8789e-06	0.253843	2.03074
tanh	float	4000	2.31378e-05	0.172877	1.38302
tanh	float	8000	7.67962e-05	0.104172	0.833375
tanh	float	16000	0.000204472	0.0782501	0.626001
tanh	float	32000	0.00108612	0.0294627	0.235702
tanh	float	64000	2.45481e-05	2.60713	20.857
tanh	float	128000	4.28761e-05	2.98535	23.8828
tanh	float	256000	7.50102e-05	3.41287	27.303
tanh	float	512000	0.00014242	3.59501	28.7601
tanh	float	1024000	0.000275378	3.71853	29.7482
tanh	float	2048000	0.00055169	3.71223	29.6978
tanh	float	4096000	0.00108301	3.78204	30.2563
tanh	float	8192000	0.00213936	3.82918	30.6334
tanh	float	16384000	0.00491938	3.3305	26.644
tanh	float	32768000	0.0115099	2.84694	22.7755
tanh	float	65536000	0.0236616	2.76972	22.1578
tanh	double	1000	1.25777e-05	0.0795058	1.27209
tanh	double	2000	1.27805e-05	0.156488	2.50381
tanh	double	4000	8.74643e-05	0.0457329	0.731727
tanh	double	8000	6.30966e-05	0.12679	2.02864
tanh	double	16000	0.00159571	0.0100269	0.16043
tanh	double	32000	2.22512e-05	1.43812	23.01
tanh	double	64000	3.57045e-05	1.79249	28.6799
tanh	double	128000	6.28833e-05	2.03552	32.5683
tanh	double	256000	0.000116525	2.19696	35.1513
tanh	double	512000	0.000226433	2.26116	36.1785
tanh	double	1024000	0.000698396	1.46622	23.4595
tanh	double	2048000	0.000893625	2.29179	36.6686
tanh	double	4096000	0.00178551	2.29402	36.7043
tanh	double	8192000	0.00501383	1.63388	26.1421
tanh	double	16384000	0.0133546	1.22684	19.6295
tanh	double	32768000	0.0245201	1.33637	21.382
tanh	double	65536000	0.0505078	1.29754	20.7607
