func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.00441266	0.0183563
m_tanh(CRS)	float	2000	2000	0.000103285	1.56847
m_tanh(CRS)	float	4000	4000	0.00018908	1.71356
m_tanh(CRS)	float	8000	8000	0.000358656	1.80675
m_tanh(CRS)	float	16000	16000	0.000693717	1.8682
m_tanh(CRS)	float	32000	32000	0.00134582	1.92596
m_tanh(CRS)	float	64000	64000	0.0027389	1.89273
m_tanh(CRS)	double	1000	1000	9.34456e-05	0.866814
m_tanh(CRS)	double	2000	2000	0.000160504	1.00932
m_tanh(CRS)	double	4000	4000	0.000308423	1.0505
m_tanh(CRS)	double	8000	8000	0.000604036	1.07278
m_tanh(CRS)	double	16000	16000	0.00118458	1.09406
m_tanh(CRS)	double	32000	32000	0.00239777	1.08101
m_tanh(CRS)	double	64000	64000	0.00741734	0.698903
