func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00188218	1.0626
mv_mul(Dense)	float	2000	2000	6.46498e-05	123.744
mv_mul(Dense)	float	3000	3000	0.000190538	94.4692
mv_mul(Dense)	float	4000	4000	0.00497092	6.43744
mv_mul(Dense)	float	5000	5000	0.00945413	5.2887
mv_mul(Dense)	double	1000	1000	0.000152512	13.1137
mv_mul(Dense)	double	2000	2000	0.000146496	54.609
mv_mul(Dense)	double	3000	3000	0.00584405	3.08006
mv_mul(Dense)	double	4000	4000	0.0126647	2.52672
mv_mul(Dense)	double	5000	5000	0.0206525	2.42102
