func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.00194924	0.0831092
matvec(CRS)	float	2000	2000	4.24755e-05	7.62793
matvec(CRS)	float	4000	4000	7.58058e-05	8.54816
matvec(CRS)	float	8000	8000	0.00015023	8.62677
matvec(CRS)	float	16000	16000	0.000309575	8.37276
matvec(CRS)	float	32000	32000	0.00106362	4.87391
matvec(CRS)	float	64000	64000	0.00540084	1.9197
matvec(CRS)	double	1000	1000	2.68858e-05	6.02549
matvec(CRS)	double	2000	2000	4.80056e-05	6.74921
matvec(CRS)	double	4000	4000	8.68841e-05	7.45821
matvec(CRS)	double	8000	8000	0.000176398	7.34704
matvec(CRS)	double	16000	16000	0.000372862	6.95164
matvec(CRS)	double	32000	32000	0.00359577	1.4417
matvec(CRS)	double	64000	64000	0.00912724	1.13594
