func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000484654	0.00412666	0.0247599
axpy	float	2000	0.000489161	0.00817727	0.0490636
axpy	float	4000	0.000491934	0.0162623	0.0975741
axpy	float	8000	0.000496686	0.0322135	0.193281
axpy	float	16000	0.000497173	0.0643639	0.386184
axpy	float	32000	0.000495906	0.129057	0.77434
axpy	float	64000	0.000494173	0.259018	1.55411
axpy	float	128000	0.000733977	0.348785	2.09271
axpy	float	256000	0.000746219	0.686125	4.11675
axpy	float	512000	0.000783686	1.30665	7.83988
axpy	float	1024000	0.000832504	2.46005	14.7603
axpy	float	2048000	0.00095392	4.29386	25.7632
axpy	float	4096000	0.00120641	6.7904	40.7424
axpy	float	8192000	0.00169578	9.66164	57.9698
axpy	float	16384000	0.00267992	12.2272	73.3633
axpy	float	32768000	0.00490721	13.355	80.1303
axpy	float	65536000	0.00853832	15.351	92.1062
axpy	double	1000	0.000639354	0.00312816	0.0375379
axpy	double	2000	0.000666484	0.00600165	0.0720197
axpy	double	4000	0.000644584	0.0124111	0.148933
axpy	double	8000	0.000439219	0.0364283	0.437139
axpy	double	16000	0.000439605	0.0727926	0.873511
axpy	double	32000	0.000453852	0.141015	1.69218
axpy	double	64000	0.000439975	0.290925	3.49111
axpy	double	128000	0.000457898	0.559076	6.70891
axpy	double	256000	0.000494266	1.03588	12.4305
axpy	double	512000	0.000554898	1.84538	22.1446
axpy	double	1024000	0.000692233	2.95854	35.5025
axpy	double	2048000	0.000934057	4.38517	52.6221
axpy	double	4096000	0.00144628	5.66419	67.9702
axpy	double	8192000	0.00241441	6.78591	81.4309
axpy	double	16384000	0.0043879	7.46781	89.6137
axpy	double	32768000	0.00830651	7.88971	94.6766
axpy	double	65536000	0.0161515	8.11518	97.3822
