func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_div	float	1000	0.00183438	0.00109029	0.00654172
vv_div	float	2000	0.00185745	0.00215349	0.0129209
vv_div	float	4000	0.00185606	0.00431021	0.0258612
vv_div	float	8000	0.0018921	0.00845621	0.0507372
vv_div	float	16000	0.00198457	0.0161244	0.0967462
vv_div	float	32000	0.00236605	0.0270493	0.162296
vv_div	float	64000	0.00280588	0.0456185	0.273711
vv_div	float	128000	0.00390606	0.0655392	0.393235
vv_div	float	256000	0.00520518	0.0983636	0.590181
vv_div	float	512000	0.00848833	0.120636	0.723817
vv_div	float	1024000	0.0142674	0.143544	0.861267
vv_div	float	2048000	0.0251405	0.162925	0.977548
vv_div	float	4096000	0.0482829	0.169667	1.018
vv_div	float	8192000	0.094938	0.172576	1.03545
vv_div	float	16384000	0.188649	0.173698	1.04219
vv_div	float	32768000	0.378202	0.173283	1.0397
