func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000502294	0.00398173	0.0159269
dot	float	2000	0.000510108	0.00784148	0.0313659
dot	float	4000	0.000517616	0.0154555	0.0618218
dot	float	8000	0.000513027	0.0311875	0.12475
dot	float	16000	0.000509005	0.0628677	0.251471
dot	float	32000	0.000516647	0.123876	0.495503
dot	float	64000	0.000515225	0.248435	0.993741
dot	float	128000	0.000742769	0.344656	1.37862
dot	float	256000	0.000761034	0.672769	2.69108
dot	float	512000	0.000770893	1.32833	5.31332
dot	float	1024000	0.000823719	2.48628	9.94514
dot	float	2048000	0.00089517	4.57567	18.3027
dot	float	4096000	0.00105266	7.78222	31.1289
dot	float	8192000	0.00137863	11.8843	47.5371
dot	float	16384000	0.00201052	16.2983	65.1932
dot	float	32768000	0.00327649	20.0019	80.0076
dot	float	65536000	0.00577422	22.6995	90.7981
dot	double	1000	0.000674702	0.00296427	0.0237142
dot	double	2000	0.000690168	0.00579569	0.0463655
dot	double	4000	0.00101391	0.00789023	0.0631218
dot	double	8000	0.000470756	0.0339879	0.271903
dot	double	16000	0.00046952	0.0681547	0.545238
dot	double	32000	0.000487332	0.131327	1.05062
dot	double	64000	0.000464109	0.275797	2.20638
dot	double	128000	0.000478698	0.534783	4.27827
dot	double	256000	0.000503393	1.0171	8.13679
dot	double	512000	0.000531252	1.92752	15.4202
dot	double	1024000	0.000644076	3.17975	25.438
dot	double	2048000	0.000788206	5.19661	41.5729
dot	double	4096000	0.00111367	7.35589	58.8471
dot	double	8192000	0.00174603	9.38359	75.0687
dot	double	16384000	0.00301314	10.875	87.0003
dot	double	32768000	0.0055575	11.7923	94.3388
dot	double	65536000	0.0106237	12.3377	98.7014
